"Ссылка-href","Польз","Наименование","Адрес","Район","цена","Общая площадь","Этаж","Жилая площадь","Количество комнат","Площадь кухни","Высота потолков","Этажей в доме","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_423_m_15_et._3163935555","-","2-к. квартира, 42,3 м², 1/5 эт.","Омская область, Омск, ул. Всеволода Иванова, 18","р-н Ленинский","5 550 000","42.3","","28","2","6.5","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_612_m_19_et._3349892402","-","3-к. квартира, 61,2 м², 1/9 эт.","Омская область, Омск, микрорайон Заозёрный, ул. Сергея Тюленина, 3","р-н Советский","5 690 000","61.2","","43.1","3","7.2","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_62_m_69_et._3326304095","-","3-к. квартира, 62 м², 6/9 эт.","Омская область, Омск, пр-т Мира, 102","р-н Советский","5 000 000","62","","43","3","7","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_29_et._3432834432","Этажи Омск","1-к. квартира, 40 м², 2/9 эт.","Омская область, Омск, ул. 12 Декабря, 117к3","р-н Кировский","4 090 000","40","2","","1","8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_67_m_39_et._3473212018","-","2-к. квартира, 67 м², 3/9 эт.","Омская область, Омск, ул. Звездова, 132к1","р-н Центральный","8 100 000","67","3","","2","14","евро","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_32_m_35_et._2757320353","BOOKING OMSK","1-к. квартира, 32 м², 3/5 эт.","Омская область, Омск, б-р Победы, 1","р-н Центральный","1 500","32","","","1","","3000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_411_m_55_et._3433600745","Этажи Омск","2-к. квартира, 41,1 м², 5/5 эт.","Омская область, Омск, ул. Красина, 1","р-н Центральный","5 800 000","41.1","5","","2","6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_36_m_45_et._2212405352","ООО СЗ «ПАРАДИЗ ИНВЕСТ»","1-к. квартира, 36 м², 4/5 эт.","с. Троицкое, Яснополянский пр-т/ б-р Школьный, жилые дома","","2 850 000","36","","17","1","8.2",""," Сдан 2 кв. 2020","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_47_m_29_et._2301488122","Вас-й","1-к. квартира, 47 м², 2/9 эт.","Омская область, Омск, ул. Маяковского, 97","р-н Октябрьский","1 900","47","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_694_m_35_et._3484850535","-","3-к. квартира, 69,4 м², 3/5 эт.","Омская область, Омск, ул. Декабристов, 139","р-н Центральный","6 400 000","69.4","","49","3","7.8","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_40_m_816_et._2500878991","Екатерина","Квартира-студия, 40 м², 8/16 эт.","Омская область, Омск, Пригородная ул., 21к4","р-н Советский","2 400","40","","","","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_503_m_19_et._2987307025","-","3-к. квартира, 50,3 м², 1/9 эт.","Омская область, Омск, ул. 10 лет Октября, 149","р-н Центральный","5 100 000","50.3","","38","3","9.1","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_44_m_214_et._3008553750","Владимир","1-к. квартира, 44 м², 2/14 эт.","Омская область, Омск, ул. Ватутина, 9","р-н Кировский","1 600","44","","","1","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_743_m_45_et._2379820106","Самолет плюс Омск-Центр Агентство недвижимости","4-к. квартира, 74,3 м², 4/5 эт.","Омская область, Омск, Моторная ул., 6/2","р-н Ленинский","5 490 000","74.3","","56","4","8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_512_m_45_et._3432948287","Этажи Омск","2-к. квартира, 51,2 м², 4/5 эт.","Омская область, Омск, ул. Николая Кузнецова, 3","р-н Октябрьский","5 200 000","51.2","4","","2","7","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_39_m_79_et._3472305680","РИЭЛТКОНСАЛТ","1-к. квартира, 39 м², 7/9 эт.","Омская область, Омск, ул. Малиновского, 12к5","р-н Советский","4 930 000","39","","15","1","10","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_37_m_68_et._3504500682","РИЭЛТКОНСАЛТ","1-к. квартира, 37 м², 6/8 эт.","Омская область, Омск, 4-й Амурский пр., 6к2","р-н Центральный","3 980 000","37","","19","1","9.2","","8","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_73_m_44_et._2539416810","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 73 м², 4/4 эт.","Омская область, Омск, ул. Герцена, 13","р-н Центральный","8 000 000","73","","58","3","10","3-Jan","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_33_m_29_et._3039613734","","Квартира-студия, 33 м², 2/9 эт.","Омская область, Омск, посёлок Чкаловский, Космический пр-т, 18Г","р-н Октябрьский","2 500","33","","","","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_618_et._3745849013","COZY RENT Посуточная аренда в Омске","1-к. квартира, 40 м², 6/18 эт.","Омская область, Омск, б-р М.М. Кузьмина, 27","р-н Кировский","2 199","40","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_31_m_99_et._2424877259","Антон Ю","1-к. квартира, 31 м², 9/9 эт.","Омск, 24-я Северная улица, 192","р-н Центральный","1 700","31","","","1","","2000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_18_m_19_et._3408417220","Анна","Квартира-студия, 18 м², 1/9 эт.","Омская область, Омск, посёлок Чкаловский, Космический пр-т, 18Б","р-н Октябрьский","1 400","18","стиральная","машина,","","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_65_m_35_et._2534300730","","3-к. квартира, 65 м², 3/5 эт.","Омская область, Омск, Нефтезаводская ул., 36","р-н Советский","24 000","65","","12","3","40","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_424_m_45_et._3335853285","Квартсервис","3-к. квартира, 42,4 м², 4/5 эт.","Омская область, Омск, пр-т Карла Маркса, 31","р-н Центральный","6 300 000","42.4","","31","3","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_59_m_1014_et._3539945153","-","2-к. квартира, 59 м², 10/14 эт.","Омская область, Омск, ул. Крупской, 14к2","р-н Кировский","7 800 000","59","","33","2","10","","14","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_452_m_55_et._3423725049","Ключники","2-к. квартира, 45,2 м², 5/5 эт.","Омская область, Омск, ул. Анатолия Маркова, 6","р-н Ленинский","5 000 000","45.2","","25","2","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_701_m_1212_et._3377604063","АН Жилфонд Омск","3-к. квартира, 70,1 м², 12/12 эт.","Омская область, Омск, ул. Конева, 20/1","р-н Кировский","6 950 000","70.1","12","","3","8.1","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_35_m_39_et._3420731265","-","2-к. квартира, 35 м², 3/9 эт.","Омская область, Омск, Мельничная ул., 89к1","р-н Кировский","2 690 000","35","","18","2","11","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_985_m_36_et._2891438199","Самолет плюс Омск-Центр Агентство недвижимости","2-к. квартира, 98,5 м², 3/6 эт.","Омская область, Омск, ул. Герцена, 65/1","р-н Центральный","13 390 000","98.5","","49","2","15.1","","6","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_366_m_55_et._3420001572","","1-к. квартира, 36,6 м², 5/5 эт.","Омская область, Омск, микрорайон Входной, 19/2","р-н Ленинский","2 900 000","36.6","","18-Mar","1","8.1","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_29_et._1357374737","Ирина","1-к. квартира, 40 м², 2/9 эт.","Омская область, Омск, ул. 5-й Армии, 14","р-н Центральный","2 000","40","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_80_m_33_et._816029866","-","4-к. квартира, 80 м², 3/3 эт.","Омская область, Омский р-н, с. Калинино, Лесная ул., 2","","2 550 000","80","","50","4","10","","3","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_387_m_35_et._2697710914","Этажи Омск","2-к. квартира, 38,7 м², 3/5 эт.","Омская область, Омск, ул. 18-й Военный Городок, 172","р-н Октябрьский","2 900 000","38.7","3","","2","5","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_392_m_35_et._3336073557","Квартсервис","2-к. квартира, 39,2 м², 3/5 эт.","Омская область, Омск, посёлок Чкаловский, ул. 50 лет ВЛКСМ, 7","р-н Октябрьский","4 390 000","39.2","","30","2","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_62_m_15_et._3433434796","Этажи Омск","3-к. квартира, 62 м², 1/5 эт.","Омская область, Омск, микрорайон Заозёрный, пр-т Менделеева, 36Б","р-н Советский","5 599 000","62","1","","3","6.6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_396_m_15_et._3112289068","-","2-к. квартира, 39,6 м², 1/5 эт.","Омская область, Омск, 6-я Шинная ул., 17А","р-н Октябрьский","3 050 000","39.6","","25-Jul","2","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_916_et._2718839348","","1-к. квартира, 40 м², 9/16 эт.","Омск, улица 13-я Линия, 37/4","р-н Центральный","2 500","40","","","1","","2000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_90_m_55_et._3336008688","Квартсервис","4-к. квартира, 90 м², 5/5 эт.","Омская область, Омск, ул. Циолковского, 2","р-н Центральный","8 050 000","90","","64.3","4","7.6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_45_m_45_et._2472814874","-","2-к. квартира, 45 м², 4/5 эт.","Омская область, Омск, Нефтезаводская ул., 36Б","р-н Советский","4 250 000","45","4","","2","7","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_43_m_25_et._3370939397","Самолет плюс Омск-Центр Агентство недвижимости","1-к. квартира, 43 м², 2/5 эт.","Омская область, Омск, микрорайон Звёздный, ул. Бережного, 5","р-н Кировский","4 050 000","43","","15","1","7","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_47_m_55_et._1406262249","Апартаменты RENT-сервис","2-к. квартира, 47 м², 5/5 эт.","Омская область, Омск, Иртышская наб., 31","р-н Ленинский","2 945","47","","","2","","3200","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_115_m_716_et._3344119538","РИЭЛТКОНСАЛТ","3-к. квартира, 115 м², 7/16 эт.","Омская область, Омск, б-р Архитекторов, 2","р-н Кировский","15 200 000","115","","62","3","14","евро","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_891_m_99_et._3076083717","АН ДОМОФОН","4-к. квартира, 89,1 м², 9/9 эт.","Омская область, Омск, ул. Куйбышева, 134к1","р-н Центральный","8 650 000","89.1","","9-Apr","4","57.9","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_25_m_55_et._3221747362","-","1-к. квартира, 25 м², 5/5 эт.","Омская область, Омск, микрорайон Солнечный, 3-я Любинская ул., 28А","р-н Кировский","2 750 000","25","","16","1","5","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_60_m_39_et._3433026940","Этажи Омск","3-к. квартира, 60 м², 3/9 эт.","Омская область, Омск, ул. Калинина, 10А","р-н Ленинский","6 300 000","60","3","","3","7.1","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_362_m_710_et._2965001829","","1-к. квартира, 36,2 м², 7/10 эт.","Омская область, Омск, 21-я Амурская ул., 37","р-н Центральный","3 950 000","36.2","","13-Aug","1","13.6","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_608_m_55_et._3345514918","","4-к. квартира, 60,8 м², 5/5 эт.","Омская область, Омск, ул. Авиагородок, 12","р-н Кировский","3 880 000","60.8","","44.4","4","6.6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_60_m_35_et._1987204425","omsksutki","2-к. квартира, 60 м², 3/5 эт.","Омская область, Омск, Ленинградская пл., 3","р-н Центральный","1 790","60","","","2","","1500","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_42_m_35_et._3286182141","-","2-к. квартира, 42 м², 3/5 эт.","Омская область, Омск, микрорайон Городок Нефтяников, 2-я Поселковая ул., 10","р-н Советский","3 950 000","42","","25","2","6",""," ","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_492_m_89_et._2750200765","-","2-к. квартира, 49,2 м², 8/9 эт.","Омская область, Омск, ул. Конева, 40","р-н Кировский","7 400 000","49.2","","39","2","10","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_48_m_416_et._2302290116","","1-к. квартира, 48 м², 4/16 эт.","Омская область, Омск, ул. 20 лет РККА, 256","р-н Октябрьский","25 000","48","4","","1","12","холодильник,","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_35_m_1214_et._2927246862","-","Квартира-студия, 35 м², 12/14 эт.","Омская область, Омск, ул. Успенского, 31В","р-н Центральный","4 690 000","35","12","",""," 35","","14","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_60_m_116_et._3190030692","Anna","1-к. квартира, 60 м², 1/16 эт.","Омская область, Омск, ул. Ватутина, 18","р-н Кировский","2 000","60","","","1","","2000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_186_m_35_et._3439281633","","1-к. квартира, 18,6 м², 3/5 эт.","Омская область, Омск, микрорайон Городок Нефтяников, Круговая ул., 4Б","р-н Советский","1 749 000","18.6","3","","1","4","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_68_m_310_et._3382211418","Этажи Омск","2-к. квартира, 68 м², 3/10 эт.","Омская область, Омск, 2-я Дачная ул., 10","р-н Центральный","8 840 000","68","3","","2","12.2","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_427_m_13_et._3394791329","","2-к. квартира, 42,7 м², 1/3 эт.","Омская область, Омск, микрорайон Городок Нефтяников, ул. 22 Апреля, 7А","р-н Советский","3 200 000","42.7","","25","2","5.5","","3","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_58_m_23_et._2350475809","Arenda","2-к. квартира, 58 м², 2/3 эт.","Омская область, Омск, ул. 11-я Линия, 185","р-н Октябрьский","1 540","58","","","2","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_32_m_45_et._2236294721","Алексей Апартаменты","1-к. квартира, 32 м², 4/5 эт.","Омская область, Омск, Иртышская наб., 36","р-н Ленинский","1 500","32","","","1","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_86_m_912_et._2766080673","","3-к. квартира, 86 м², 9/12 эт.","Омская область, Омск, ул. Звездова, 62/4","р-н Центральный","12 490 000","86","","61.9","3","15","","12","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_79_et._3266086202","Ирина","1-к. квартира, 40 м², 7/9 эт.","Омская область, Омск, ул. Перелёта, 22к1","р-н Кировский","1 700","40","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_34_m_25_et._2846743041","Ольга","1-к. квартира, 34 м², 2/5 эт.","Омская область, Омск, б-р Победы, 10","р-н Ленинский","1 400","34","","","1","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_343_m_69_et._3371318456","Самолет плюс Омск-Центр Агентство недвижимости","1-к. квартира, 34,3 м², 6/9 эт.","Омская область, Омск, ул. Ватутина, 29","р-н Кировский","4 680 000","34.3","","17","1","11","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_406_m_1217_et._2309215219","-","Квартира-студия, 40,6 м², 12/17 эт.","Омская область, Омск, ул. 70 лет Октября, 3/1","р-н Кировский","6 200 000","40.6","","","","","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_76_m_79_et._2905499472","-","4-к. квартира, 76 м², 7/9 эт.","Омская область, Омск, Заозёрная ул., 1","р-н Советский","6 900 000","76","7","","4","9","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_58_m_35_et._3335698797","Квартсервис","3-к. квартира, 58 м², 3/5 эт.","Омская область, Омск, ул. 5-я Линия, 153","р-н Октябрьский","5 500 000","58","","41","3","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_1012_et._3373163081","-","1-к. квартира, 40 м², 10/12 эт.","Омская область, Омск, ул. 70 лет Октября, 13/2","р-н Кировский","4 197 000","40","","19","1","9","","12","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_445_m_29_et._3536484741","РИЭЛТКОНСАЛТ","2-к. квартира, 44,5 м², 2/9 эт.","Омская область, Омск, пр-т Карла Маркса, 54","р-н Ленинский","4 700 000","44.5","","28","2","5.2","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_296_m_310_et._3336407167","Квартсервис","1-к. квартира, 29,6 м², 3/10 эт.","Омская область, Омск, ул. Дмитриева, 4/1","р-н Кировский","2 990 000","29.6","","18","1","6","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_40_m_119_et._1810319884","Юлия","2-к. квартира, 40 м², 1/19 эт.","Омская область, Омск, ул. Крупской, 13/1","р-н Кировский","2 300","40","","","2","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_46_m_15_et._3536360397","РИЭЛТКОНСАЛТ","2-к. квартира, 46 м², 1/5 эт.","Омская область, Омск, ул. Маршала Жукова, 146А","р-н Центральный","5 300 000","46","","26","2","5.9","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_35_m_89_et._2437771633","Екатерина","Квартира-студия, 35 м², 8/9 эт.","Омская область, Омск, ул. Перелёта, 33","р-н Кировский","2 300","35","","","","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_967_m_1515_et._1466527859","Апартаменты RENT-сервис","2-к. квартира, 96,7 м², 15/15 эт.","Омская область, Омск, ул. Декабристов, 116","р-н Центральный","3 075","96.7","кондиционер,","холодильник,","2","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_701_m_1010_et._3424028746","-","3-к. квартира, 70,1 м², 10/10 эт.","Омская область, Омск, ул. Стороженко, 25к9","р-н Центральный","6 000 000","70.1","","43","3","13.6","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_332_m_45_et._3457431234","-","1-к. квартира, 33,2 м², 4/5 эт.","Омская область, Омск, ул. Челюскинцев, 83А","р-н Центральный","3 500 000","33.2","","17-Feb","1","5.9","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_50_m_1416_et._2351589083","Дмитрий","1-к. квартира, 50 м², 14/16 эт.","Омская область, Омск, б-р Архитекторов, 1Г","р-н Кировский","2 900","50","","","1","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_60_m_99_et._3371372572","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 60 м², 9/9 эт.","Омская область, Омск, ул. Серова, 24","р-н Ленинский","5 650 000","60","","40.4","3","6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_39_m_39_et._2947640548","","1-к. квартира, 39 м², 3/9 эт.","Омская область, Омск, Ленинский округ, микрорайон Московка-2, ул. Ярослава Гашека, 11","р-н Ленинский","3 479 000","39","","18","1","9",""," детская площадка","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_74_m_25_et._3375368274","-","3-к. квартира, 74 м², 2/5 эт.","Омская область, Омский р-н, Троицкое сельское поселение, с. Троицкое, микрорайон Ясная Поляна, Яснополянский пр-т, 1","","6 600 000","74","","54","3","7","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_429_m_35_et._3081517194","Этажи Омск","2-к. квартира, 42,9 м², 3/5 эт.","Омская область, Омск, Иртышская наб., 31","р-н Ленинский","3 999 000","42.9","3","","2","6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_110_et._2055895900","Наталья","1-к. квартира, 40 м², 1/10 эт.","Омская область, Омск, ул. Перелёта, 32","р-н Кировский","1 900","40","","","1","","2000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_1515_et._2756960010","Екатерина","1-к. квартира, 40 м², 15/15 эт.","Омская область, Омск, ул. Красный Путь, 105","р-н Советский","2 200","40","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_37_m_15_et._2037661407","Юлия","1-к. квартира, 37 м², 1/5 эт.","Омск, Моторная улица, 14","р-н Ленинский","1 750","37","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/svob._planirovka_75_m_88_et._3175924448","Квартсервис","Своб. планировка, 75 м², 8/8 эт.","Омская область, Омск, ул. 10 лет Октября, 70","р-н Центральный","12 798 000","75","8","","свободная планировка"," 47.7","","8","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_60_m_815_et._3479730327","-","2-к. квартира, 60 м², 8/15 эт.","Омская область, Омск, ул. Красный Путь, 103к4","р-н Советский","50 000","60","","49","2","9","","15","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_703_m_79_et._3353868282","-","2-к. квартира, 70,3 м², 7/9 эт.","Омская область, Омск, пр-т Комарова, 17","р-н Кировский","8 600 000","70.3","7","","2","30","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_30_m_55_et._3430496063","-","Квартира-студия, 30 м², 5/5 эт.","Омская область, Омск, ул. 22-го Партсъезда, 11","р-н Центральный","3 250 000","30","совмещенный","","","","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_36_m_1212_et._3136361959","Владимир","1-к. квартира, 36 м², 12/12 эт.","Омская область, Омск, ул. Ватутина, 7А","р-н Кировский","1 500","36","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_427_m_1212_et._3453896262","-","1-к. квартира, 42,7 м², 12/12 эт.","Омская область, Омск, ул. Богдана Хмельницкого, 46","р-н Центральный","4 150 000","42.7","","31","1","8.6","","12","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_48_m_44_et._3536466570","РИЭЛТКОНСАЛТ","2-к. квартира, 48 м², 4/4 эт.","Омская область, Омск, ул. Маяковского, 23","р-н Центральный","6 190 000","48","","30","2","10","3","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_50_m_45_et._3409045683","-","3-к. квартира, 50 м², 4/5 эт.","Омская область, Омск, микрорайон Звёздный, ул. Лисицкого, 5А","р-н Кировский","3 999 000","50","","35","3","6.5",""," газ","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_35_m_25_et._2264801737","VGOSTI Omsk","Квартира-студия, 35 м², 2/5 эт.","Омская область, Омск, пр-т Карла Маркса, 34","р-н Центральный","2 100","35","","","","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_37_m_25_et._3504047730","РИЭЛТКОНСАЛТ","1-к. квартира, 37 м², 2/5 эт.","ул. 21-я Амурская, д. 73","р-н Центральный","3 700 000","37","","19","1","10.4",""," другое","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_345_m_15_et._3404987028","ИПОТЕКА-ЦЕНТР","1-к. квартира, 34,5 м², 1/5 эт.","Омская область, Омск, микрорайон Солнечный, 3-я Любинская ул., 28А","р-н Кировский","3 399 000","34.5","","17","1","14","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_476_m_1416_et._3336876751","","1-к. квартира, 47,6 м², 14/16 эт.","Омская область, Омск, ул. Ватутина, 12","р-н Кировский","6 100 000","47.6","14","","1","11","","16","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_428_m_1116_et._3536408973","РИЭЛТКОНСАЛТ","1-к. квартира, 42,8 м², 11/16 эт.","ул. 70 лет Октября, д. 3/3","р-н Кировский","5 550 000","42.8","","15-Jul","1","10","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_595_m_15_et._3211341898","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 59,5 м², 1/5 эт.","Омская область, Омск, 2-я Солнечная ул., 28А","р-н Кировский","4 200 000","59.5","","44.3","3","6.9","","","","","","","","","","","","","","","","","","","",""
